stack,height,N,max_num,utilization_rate,UB,stack0,stack1,stack2,utilized_stack,max_sum_stack0,max_sum_stack1,max_sum_stack2,stack_0-height_0,stack_0-height_1,stack_0-height_2,stack_1-height_0,stack_1-height_1,stack_1-height_2,stack_2-height_0,stack_2-height_1,stack_2-height_2
3,3,6,7,0.6666666666666666,9,2,3,1,3,0,0,0,5.0,4.0,0.0,6.0,3.0,1.0,2.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,2,3,1,3,1,2,0,4.0,5.0,0.0,1.0,2.0,6.0,3.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,1,3,3,0,0,2,3.0,4.0,2.0,6.0,0.0,0.0,1.0,7.0,5.0
3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,0,2.0,0.0,0.0,4.0,5.0,0.0,3.0,1.0,0.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,1,0,1,3.0,4.0,0.0,6.0,0.0,0.0,5.0,1.0,2.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,0,0,1,6.0,5.0,3.0,2.0,1.0,0.0,4.0,7.0,0.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,0,0,1,3.0,2.0,1.0,6.0,5.0,0.0,4.0,7.0,0.0
3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,0,2.0,3.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0
3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,2.0,1.0,0.0,3.0,0.0,0.0,4.0,5.0,0.0
3,1,3,3,1.0,2,1,1,1,3,0,0,0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,1,3,2,3,0,2,1,3.0,0.0,0.0,2.0,5.0,4.0,1.0,6.0,0.0
3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,4.0,1.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,4.0,2.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,1,3,2,3,0,0,0,4.0,0.0,0.0,3.0,5.0,1.0,6.0,2.0,0.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,1,0,1,1.0,4.0,0.0,5.0,0.0,0.0,3.0,2.0,6.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,1.0,3.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,1,1,0,6.0,4.0,7.0,1.0,2.0,0.0,5.0,3.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,0,0,0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,3.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,1,2,1,3,0,1,0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,1,0,0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,0,2,0,4.0,3.0,1.0,2.0,5.0,6.0,7.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,1,2,3,0,0,0,5.0,4.0,2.0,3.0,0.0,0.0,6.0,1.0,0.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,0,0,1,5.0,4.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0
3,3,7,7,0.7777777777777778,12,2,2,3,3,1,1,0,5.0,7.0,0.0,4.0,6.0,0.0,3.0,2.0,1.0
3,2,4,5,0.6666666666666666,4,1,2,1,3,0,1,0,1.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0
3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,0,5.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0
3,1,3,3,1.0,2,1,1,1,3,0,0,0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,0,2,0,7.0,5.0,1.0,2.0,4.0,3.0,6.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,1,3,3,2,0,2,2.0,4.0,3.0,1.0,0.0,0.0,5.0,6.0,7.0
3,2,4,5,0.6666666666666666,4,1,2,1,3,0,0,0,3.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,1,2,0,5.0,1.0,4.0,2.0,7.0,3.0,6.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,1,2,3,1,0,0,4.0,1.0,5.0,2.0,0.0,0.0,6.0,3.0,0.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,1,0,1,2.0,6.0,0.0,4.0,0.0,0.0,5.0,1.0,3.0
3,3,5,7,0.5555555555555556,6,1,1,3,3,0,0,0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,3.0
3,3,6,7,0.6666666666666666,9,1,3,2,3,0,1,0,4.0,0.0,0.0,3.0,1.0,6.0,5.0,2.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,1,0,0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,0,1,0,5.0,6.0,4.0,1.0,3.0,0.0,7.0,2.0,0.0
3,3,7,7,0.7777777777777778,12,2,2,3,3,0,0,0,3.0,1.0,0.0,4.0,2.0,0.0,7.0,6.0,5.0
3,3,7,7,0.7777777777777778,12,3,1,3,3,1,0,0,3.0,2.0,7.0,6.0,0.0,0.0,4.0,5.0,1.0
3,3,5,7,0.5555555555555556,6,1,1,3,3,0,0,0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,5.0,2.0
3,2,4,5,0.6666666666666666,4,1,1,2,3,0,0,0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0
3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,2.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0
3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,3.0,0.0
3,3,6,7,0.6666666666666666,9,1,2,3,3,0,0,0,5.0,0.0,0.0,4.0,2.0,0.0,6.0,3.0,1.0
3,3,7,7,0.7777777777777778,12,1,3,3,3,0,0,1,2.0,0.0,0.0,7.0,5.0,1.0,6.0,3.0,4.0
3,3,7,7,0.7777777777777778,12,1,3,3,3,0,2,1,6.0,0.0,0.0,2.0,5.0,3.0,4.0,1.0,7.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,1,1,1,6.0,1.0,2.0,5.0,7.0,0.0,3.0,4.0,0.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,3.0,2.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0
3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,2.0,4.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,2,2,3,3,0,1,1,5.0,2.0,0.0,1.0,4.0,0.0,6.0,3.0,7.0
3,2,4,5,0.6666666666666666,4,1,1,2,3,0,0,0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,0,0,0,4.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,0,5.0,4.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0
3,3,6,7,0.6666666666666666,9,2,3,1,3,0,0,0,3.0,2.0,0.0,5.0,6.0,4.0,1.0,0.0,0.0
3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,4.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0
3,1,3,3,1.0,2,1,1,1,3,0,0,0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
3,2,6,5,1.0,9,2,2,2,3,1,0,1,1.0,6.0,0.0,5.0,2.0,0.0,3.0,4.0,0.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,4.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,0,0,0,4.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,2.0,0.0,0.0,5.0,1.0,4.0,3.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,1,3,2,3,0,2,1,1.0,0.0,0.0,3.0,6.0,5.0,2.0,4.0,0.0
3,2,6,5,1.0,9,2,2,2,3,0,0,1,5.0,1.0,0.0,4.0,3.0,0.0,2.0,6.0,0.0
3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,5.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,2,3,2,3,0,1,1,6.0,5.0,0.0,4.0,2.0,7.0,1.0,3.0,0.0
3,3,6,7,0.6666666666666666,9,2,3,1,3,0,1,0,5.0,2.0,0.0,3.0,1.0,4.0,6.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,2,3,1,3,1,2,0,4.0,6.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,1,1,2,3,0,0,0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0
3,3,6,7,0.6666666666666666,9,2,3,1,3,0,1,0,3.0,1.0,0.0,5.0,2.0,4.0,6.0,0.0,0.0
3,1,3,3,1.0,2,1,1,1,3,0,0,0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,0,0,1,3.0,2.0,0.0,6.0,0.0,0.0,5.0,1.0,4.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,2.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,0,0,0,4.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,2,2,3,3,1,1,2,2.0,4.0,0.0,5.0,6.0,0.0,1.0,3.0,7.0
3,3,7,7,0.7777777777777778,12,2,3,2,3,1,1,0,1.0,5.0,0.0,4.0,3.0,7.0,6.0,2.0,0.0
3,3,6,7,0.6666666666666666,9,3,2,1,3,1,0,0,6.0,1.0,2.0,5.0,3.0,0.0,4.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,1,2,3,0,0,0,5.0,6.0,3.0,2.0,0.0,0.0,4.0,1.0,0.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,1,1,0,6.0,1.0,3.0,7.0,2.0,4.0,5.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,1,1,2,3,0,0,0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0
3,3,7,7,0.7777777777777778,12,2,2,3,3,1,0,2,6.0,7.0,0.0,5.0,4.0,0.0,1.0,2.0,3.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,2,0,0,3.0,6.0,7.0,5.0,4.0,2.0,1.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,1,0,0,2.0,4.0,0.0,5.0,0.0,0.0,3.0,6.0,1.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,3.0,2.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0
3,2,6,5,1.0,9,2,2,2,3,1,0,1,5.0,6.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,3.0,5.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,1,1,2,3,0,0,1,4.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0
3,2,4,5,0.6666666666666666,4,1,2,1,3,0,1,0,1.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0
3,2,6,5,1.0,9,2,2,2,3,0,1,1,5.0,3.0,0.0,1.0,4.0,0.0,2.0,6.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,0,0,0,3.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,1,2,3,2,0,0,2.0,4.0,5.0,3.0,0.0,0.0,6.0,1.0,0.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,3.0,2.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,2,1,3,1,1,0,4.0,1.0,5.0,3.0,6.0,0.0,2.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,0,2,0,2.0,3.0,1.0,4.0,6.0,5.0,7.0,0.0,0.0
3,3,5,7,0.5555555555555556,6,1,3,1,3,0,2,0,4.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,1,3,3,3,0,0,1,6.0,0.0,0.0,3.0,7.0,2.0,4.0,1.0,5.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,2,0,0,1.0,7.0,4.0,5.0,3.0,0.0,6.0,2.0,0.0
3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,3.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0
3,2,4,5,0.6666666666666666,4,1,2,1,3,0,0,0,1.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,1,1,1,6.0,1.0,2.0,3.0,4.0,0.0,5.0,7.0,0.0
3,3,7,7,0.7777777777777778,12,2,2,3,3,1,1,1,5.0,6.0,0.0,3.0,4.0,0.0,2.0,1.0,7.0
3,2,4,5,0.6666666666666666,4,1,2,1,3,0,1,0,2.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0
3,2,6,5,1.0,9,2,2,2,3,1,0,1,4.0,6.0,0.0,3.0,1.0,0.0,2.0,5.0,0.0
3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,2.0,0.0,0.0,5.0,4.0,1.0,3.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,2,1,0,2.0,5.0,4.0,6.0,7.0,0.0,3.0,1.0,0.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,0,0,0,4.0,7.0,2.0,6.0,3.0,1.0,5.0,0.0,0.0
3,2,6,5,1.0,9,2,2,2,3,0,1,1,5.0,1.0,0.0,2.0,3.0,0.0,4.0,6.0,0.0
3,3,6,7,0.6666666666666666,9,3,1,2,3,0,0,0,3.0,6.0,1.0,5.0,0.0,0.0,4.0,2.0,0.0
3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,5.0,0.0,0.0,1.0,4.0,0.0,2.0,3.0,0.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,1,0,2,2.0,6.0,0.0,3.0,0.0,0.0,1.0,4.0,5.0
3,3,6,7,0.6666666666666666,9,1,2,3,3,0,0,2,6.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,5.0
3,2,6,5,1.0,9,2,2,2,3,1,1,1,2.0,4.0,0.0,1.0,3.0,0.0,5.0,6.0,0.0
3,1,3,3,1.0,2,1,1,1,3,0,0,0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,2,1,0,1.0,5.0,7.0,4.0,3.0,6.0,2.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,1,2,1,3,0,0,0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0
3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,3.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,2,0,0,3.0,6.0,4.0,5.0,2.0,0.0,7.0,1.0,0.0
3,3,6,7,0.6666666666666666,9,1,3,2,3,0,2,0,1.0,0.0,0.0,3.0,4.0,6.0,5.0,2.0,0.0
3,3,7,7,0.7777777777777778,12,2,2,3,3,1,1,1,4.0,6.0,0.0,2.0,5.0,0.0,3.0,1.0,7.0
3,3,7,7,0.7777777777777778,12,1,3,3,3,0,2,1,4.0,0.0,0.0,1.0,5.0,6.0,3.0,2.0,7.0
3,3,6,7,0.6666666666666666,9,3,2,1,3,0,0,0,3.0,2.0,1.0,5.0,4.0,0.0,6.0,0.0,0.0
3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,0,0,0,3.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
3,3,5,7,0.5555555555555556,6,1,1,3,3,0,0,0,4.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,1.0
3,2,4,5,0.6666666666666666,4,1,1,2,3,0,0,0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0
3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,3.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,2,3,1,3,0,0,0,3.0,2.0,0.0,6.0,5.0,1.0,4.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,1,2,1,3,0,0,0,1.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,1,2,3,3,0,0,0,4.0,0.0,0.0,6.0,2.0,0.0,5.0,3.0,1.0
3,3,6,7,0.6666666666666666,9,2,3,1,3,1,2,0,1.0,6.0,0.0,3.0,4.0,5.0,2.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,2,1,3,2,1,0,1.0,6.0,2.0,4.0,5.0,0.0,3.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,1,2,3,3,0,1,1,2.0,0.0,0.0,4.0,5.0,0.0,3.0,1.0,6.0
3,2,4,5,0.6666666666666666,4,1,2,1,3,0,1,0,3.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0
3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,0,4.0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0
3,2,4,5,0.6666666666666666,4,1,2,1,3,0,1,0,4.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0
3,3,5,7,0.5555555555555556,6,1,1,3,3,0,0,0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,4.0,1.0
3,3,7,7,0.7777777777777778,12,1,3,3,3,0,1,2,6.0,0.0,0.0,4.0,3.0,5.0,1.0,7.0,2.0
3,3,7,7,0.7777777777777778,12,2,3,2,3,0,2,0,6.0,1.0,0.0,2.0,4.0,5.0,7.0,3.0,0.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,3.0,4.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0
3,2,6,5,1.0,9,2,2,2,3,1,1,0,1.0,2.0,0.0,3.0,6.0,0.0,5.0,4.0,0.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,1,2,0,5.0,1.0,7.0,2.0,3.0,6.0,4.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,2,1,3,2,1,0,1.0,3.0,2.0,4.0,6.0,0.0,5.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,0,0,0,4.0,3.0,0.0,2.0,0.0,0.0,6.0,5.0,1.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,2,1,1,1.0,3.0,4.0,2.0,5.0,0.0,6.0,7.0,0.0
3,3,7,7,0.7777777777777778,12,2,2,3,3,0,0,0,5.0,1.0,0.0,4.0,2.0,0.0,7.0,6.0,3.0
3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,2.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,1,1,2,3,0,0,1,1.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0
3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,5.0,0.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0
3,3,5,7,0.5555555555555556,6,1,3,1,3,0,2,0,3.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,2,3,2,3,1,2,0,4.0,5.0,0.0,2.0,7.0,6.0,3.0,1.0,0.0
3,3,6,7,0.6666666666666666,9,3,2,1,3,2,1,0,1.0,6.0,5.0,3.0,4.0,0.0,2.0,0.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,1,0,0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,0,0,2,5.0,3.0,0.0,4.0,0.0,0.0,1.0,6.0,2.0
3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,4.0,0.0,0.0,2.0,5.0,0.0,1.0,3.0,0.0
3,3,6,7,0.6666666666666666,9,1,2,3,3,0,0,2,2.0,0.0,0.0,6.0,5.0,0.0,1.0,4.0,3.0
3,3,6,7,0.6666666666666666,9,1,2,3,3,0,0,0,4.0,0.0,0.0,6.0,2.0,0.0,5.0,3.0,1.0
3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,3.0,0.0,0.0,2.0,1.0,5.0,4.0,0.0,0.0
3,2,6,5,1.0,9,2,2,2,3,1,1,0,4.0,6.0,0.0,3.0,5.0,0.0,2.0,1.0,0.0
3,2,6,5,1.0,9,2,2,2,3,0,1,1,5.0,2.0,0.0,1.0,6.0,0.0,3.0,4.0,0.0
3,3,7,7,0.7777777777777778,12,1,3,3,3,0,0,2,4.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,6.0
3,2,4,5,0.6666666666666666,4,1,1,2,3,0,0,1,2.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,0,0,2,3.0,1.0,0.0,6.0,0.0,0.0,2.0,5.0,4.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,0,0,0,5.0,4.0,1.0,6.0,2.0,0.0,7.0,3.0,0.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,2,0,0,3.0,7.0,5.0,6.0,2.0,0.0,4.0,1.0,0.0
3,2,6,5,1.0,9,2,2,2,3,1,0,0,2.0,5.0,0.0,4.0,1.0,0.0,6.0,3.0,0.0
3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,5.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,1,3,3,0,0,2,3.0,5.0,2.0,1.0,0.0,0.0,4.0,6.0,7.0
3,3,6,7,0.6666666666666666,9,2,3,1,3,0,2,0,6.0,1.0,0.0,2.0,5.0,3.0,4.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,1,3,2,3,0,1,0,2.0,0.0,0.0,4.0,1.0,6.0,5.0,3.0,0.0
3,3,6,7,0.6666666666666666,9,1,3,2,3,0,2,0,6.0,0.0,0.0,1.0,3.0,2.0,5.0,4.0,0.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,1,0,0,3.0,1.0,6.0,7.0,5.0,4.0,2.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,1,2,3,0,0,0,5.0,6.0,2.0,3.0,0.0,0.0,4.0,1.0,0.0
3,3,5,7,0.5555555555555556,6,1,1,3,3,0,0,0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0
3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,4.0,0.0
3,3,7,7,0.7777777777777778,12,3,1,3,3,2,0,0,2.0,5.0,6.0,1.0,0.0,0.0,4.0,7.0,3.0
3,3,7,7,0.7777777777777778,12,1,3,3,3,0,0,1,5.0,0.0,0.0,3.0,6.0,1.0,4.0,2.0,7.0
3,1,3,3,1.0,2,1,1,1,3,0,0,0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,2,3,1,3,1,2,0,3.0,4.0,0.0,1.0,5.0,2.0,6.0,0.0,0.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,1,1,0,6.0,3.0,7.0,2.0,5.0,0.0,4.0,1.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,1,0,0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,1,2,3,2,0,1,2.0,6.0,5.0,4.0,0.0,0.0,1.0,3.0,0.0
3,3,5,7,0.5555555555555556,6,1,1,3,3,0,0,2,5.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,3.0
3,3,7,7,0.7777777777777778,12,3,3,1,3,0,1,0,6.0,5.0,3.0,7.0,2.0,4.0,1.0,0.0,0.0
3,1,3,3,1.0,2,1,1,1,3,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,2,3,1,3,1,2,0,3.0,5.0,0.0,1.0,2.0,6.0,4.0,0.0,0.0
3,3,5,7,0.5555555555555556,6,1,1,3,3,0,0,1,3.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,4.0
3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,4.0,0.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0
3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,1,2,3,1,0,0,6.0,2.0,4.0,3.0,0.0,0.0,5.0,1.0,0.0
3,3,7,7,0.7777777777777778,12,2,2,3,3,0,0,0,6.0,2.0,0.0,7.0,1.0,0.0,4.0,5.0,3.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,1,1,1,4.0,3.0,6.0,1.0,7.0,0.0,2.0,5.0,0.0
3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,0,3.0,4.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0
3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,2.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0
3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,2.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0
3,3,5,7,0.5555555555555556,6,1,1,3,3,0,0,1,3.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,2.0
3,3,6,7,0.6666666666666666,9,1,3,2,3,0,2,0,1.0,0.0,0.0,3.0,6.0,5.0,4.0,2.0,0.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,0,0,0,3.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
3,3,6,7,0.6666666666666666,9,3,1,2,3,1,0,1,6.0,2.0,5.0,4.0,0.0,0.0,1.0,3.0,0.0
3,3,7,7,0.7777777777777778,12,3,2,2,3,1,1,0,5.0,3.0,4.0,1.0,2.0,0.0,7.0,6.0,0.0
3,3,7,7,0.7777777777777778,12,1,3,3,3,0,0,0,1.0,0.0,0.0,3.0,4.0,2.0,7.0,6.0,5.0
3,3,6,7,0.6666666666666666,9,2,1,3,3,0,0,2,6.0,3.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0
3,2,4,5,0.6666666666666666,4,2,1,1,3,1,0,0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
